date,area_type,area_name,daily_cases,cum_cases,new_deaths_28days,cum_deaths_28days,new_deaths_60days,cum_deaths_60days,new_first_episode,cum_first_episode,new_reinfections,cum_reinfections,new_virus_test,cum_virus_test,new_pcr_test,cum_pcr_test,new_lfd_test,cum_lfd_test,test_roll_pos_pct,test_roll_people,new_first_dose,cum_first_dose,new_second_dose,cum_second_dose,new_third_dose,cum_third_dose,new_admissions,cum_admissions,hospital_cases,ventilator_beds,trans_rate_min,trans_rate_max,trans_growth_min,trans_growth_max
2023-02-01,nation,England,1573.0,20535061.0,,,,,892.0,19088176.0,681.0,1446885.0,20351,539856513,19850,220134895,501.0,319721618.0,,,285.0,43942263.0,521.0,41937064.0,625.0,33356701.0,,,6055.0,136.0,,,,
2023-01-31,nation,England,2678.0,20533488.0,,,,,1564.0,19087284.0,1114.0,1446204.0,22623,539836162,7994,220115045,14629.0,319721117.0,,,257.0,43941978.0,492.0,41936543.0,587.0,33356076.0,,,6015.0,136.0,,,,
2023-01-30,nation,England,2886.0,20530810.0,30.0,180801.0,41.0,226052.0,1724.0,19085720.0,1162.0,1445090.0,24780,539813539,5610,220107051,19170.0,319706488.0,,,288.0,43941721.0,564.0,41936051.0,613.0,33355489.0,741.0,958745.0,5959.0,142.0,,,,
2023-01-29,nation,England,2118.0,20527924.0,44.0,180771.0,72.0,226011.0,1224.0,19083996.0,894.0,1443928.0,23254,539788759,10805,220101441,12449.0,319687318.0,,,111.0,43941433.0,214.0,41935487.0,247.0,33354876.0,705.0,958004.0,5834.0,145.0,,,,
2023-01-28,nation,England,1711.0,20525806.0,47.0,180727.0,80.0,225939.0,1119.0,19082772.0,592.0,1443034.0,24243,539765505,14535,220090636,9708.0,319674869.0,,,633.0,43941322.0,1242.0,41935273.0,1326.0,33354629.0,562.0,957299.0,5750.0,140.0,,,,
2023-01-27,nation,England,2189.0,20524095.0,63.0,180680.0,97.0,225859.0,1396.0,19081653.0,793.0,1442442.0,31287,539741262,18106,220076101,13181.0,319665161.0,,,407.0,43940689.0,670.0,41934031.0,774.0,33353303.0,558.0,956737.0,5708.0,131.0,,,,
2023-01-26,nation,England,2250.0,20521906.0,74.0,180617.0,119.0,225762.0,1400.0,19080257.0,850.0,1441649.0,37446,539709975,22770,220057995,14676.0,319651980.0,,,377.0,43940282.0,531.0,41933361.0,711.0,33352529.0,654.0,956179.0,5683.0,133.0,,,,
2023-01-25,nation,England,2366.0,20519656.0,77.0,180543.0,117.0,225643.0,1434.0,19078857.0,932.0,1440799.0,37658,539672529,22874,220035225,14784.0,319637304.0,,,338.0,43939905.0,502.0,41932830.0,669.0,33351818.0,706.0,955525.0,5632.0,126.0,,,,
2023-01-24,nation,England,2513.0,20517290.0,92.0,180466.0,135.0,225526.0,1507.0,19077423.0,1006.0,1439867.0,38045,539634871,23311,220012351,14734.0,319622520.0,,,314.0,43939567.0,468.0,41932328.0,601.0,33351149.0,695.0,954819.0,5639.0,136.0,,,,
2023-01-23,nation,England,2367.0,20514777.0,98.0,180374.0,150.0,225391.0,1436.0,19075916.0,931.0,1438861.0,37996,539596826,20267,219989040,17729.0,319607786.0,6.7,106970.0,266.0,43939253.0,416.0,41931860.0,535.0,33350548.0,617.0,954124.0,5817.0,142.0,,,,
2023-01-22,nation,England,1739.0,20512410.0,101.0,180276.0,143.0,225241.0,1011.0,19074480.0,728.0,1437930.0,26839,539558830,15212,219968773,11627.0,319590057.0,6.7,112588.0,139.0,43938987.0,303.0,41931444.0,225.0,33350013.0,590.0,953507.0,5697.0,146.0,,,,
2023-01-21,nation,England,1396.0,20510671.0,108.0,180175.0,157.0,225098.0,899.0,19073469.0,497.0,1437202.0,26717,539531991,17308,219953561,9409.0,319578430.0,6.7,114118.0,738.0,43938848.0,1466.0,41931141.0,1283.0,33349788.0,493.0,952917.0,5706.0,138.0,,,,
2023-01-20,nation,England,1692.0,20509275.0,112.0,180067.0,161.0,224941.0,1086.0,19072570.0,606.0,1436705.0,34395,539505274,21434,219936253,12961.0,319569021.0,6.7,115056.0,455.0,43938110.0,714.0,41929675.0,827.0,33348505.0,447.0,952424.0,5888.0,133.0,,,,
2023-01-19,nation,England,1797.0,20507583.0,117.0,179955.0,170.0,224780.0,1115.0,19071484.0,682.0,1436099.0,39524,539470879,25037,219914819,14487.0,319556060.0,6.6,118958.0,357.0,43937655.0,572.0,41928961.0,687.0,33347678.0,618.0,951977.0,5996.0,142.0,,,,
2023-01-18,nation,England,1883.0,20505786.0,114.0,179838.0,166.0,224610.0,1197.0,19070369.0,686.0,1435417.0,41295,539431355,26281,219889782,15014.0,319541573.0,6.7,120828.0,309.0,43937298.0,448.0,41928389.0,625.0,33346991.0,595.0,951359.0,6299.0,146.0,,,,
2023-01-17,nation,England,1971.0,20503903.0,124.0,179724.0,172.0,224444.0,1234.0,19069172.0,737.0,1434731.0,43448,539390060,27159,219863501,16289.0,319526559.0,6.8,123366.0,351.0,43936989.0,553.0,41927941.0,694.0,33346366.0,565.0,950764.0,6593.0,148.0,,,,
2023-01-16,nation,England,2292.0,20501932.0,135.0,179600.0,177.0,224272.0,1390.0,19067938.0,902.0,1433994.0,43126,539346612,22527,219836342,20599.0,319510270.0,7.0,126628.0,331.0,43936638.0,543.0,41927388.0,620.0,33345672.0,599.0,950199.0,6721.0,153.0,,,,
2023-01-15,nation,England,1664.0,20499640.0,131.0,179465.0,183.0,224095.0,1012.0,19066548.0,652.0,1433092.0,34114,539303486,20440,219813815,13674.0,319489671.0,7.1,131552.0,181.0,43936307.0,327.0,41926845.0,304.0,33345052.0,567.0,949600.0,6780.0,137.0,,,,
2023-01-14,nation,England,1304.0,20497976.0,128.0,179334.0,175.0,223912.0,886.0,19065536.0,418.0,1432440.0,47348,539269372,35840,219793375,11508.0,319475997.0,7.2,133057.0,692.0,43936126.0,1458.0,41926518.0,1233.0,33344748.0,417.0,949033.0,6863.0,147.0,,,,
2023-01-13,nation,England,1877.0,20496672.0,118.0,179206.0,166.0,223737.0,1198.0,19064650.0,679.0,1432022.0,54364,539222024,38045,219757535,16319.0,319464489.0,7.4,134889.0,458.0,43935434.0,796.0,41925060.0,981.0,33343515.0,510.0,948616.0,7164.0,166.0,,,,
2023-01-12,nation,England,2176.0,20494795.0,161.0,179088.0,203.0,223571.0,1415.0,19063452.0,761.0,1431343.0,47484,539167660,29374,219719490,18110.0,319448170.0,7.9,136164.0,431.0,43934976.0,668.0,41924264.0,887.0,33342534.0,664.0,948106.0,7421.0,169.0,,,,
2023-01-11,nation,England,2369.0,20492619.0,138.0,178927.0,177.0,223368.0,1555.0,19062037.0,814.0,1430582.0,51938,539120176,32274,219690116,19664.0,319430060.0,8.3,139026.0,417.0,43934545.0,634.0,41923596.0,902.0,33341647.0,692.0,947442.0,7743.0,182.0,,,,
2023-01-10,nation,England,2785.0,20490250.0,138.0,178789.0,179.0,223191.0,1781.0,19060482.0,1004.0,1429768.0,54196,539068238,33491,219657842,20705.0,319410396.0,8.8,145876.0,397.0,43934128.0,582.0,41922962.0,807.0,33340745.0,661.0,946750.0,8034.0,191.0,,,,
2023-01-09,nation,England,3161.0,20487465.0,147.0,178651.0,190.0,223012.0,1996.0,19058701.0,1165.0,1428764.0,50613,539014042,25102,219624351,25511.0,319389691.0,9.2,154329.0,386.0,43933731.0,457.0,41922380.0,797.0,33339938.0,737.0,946089.0,8368.0,195.0,,,,
2023-01-08,nation,England,2471.0,20484304.0,158.0,178504.0,200.0,222822.0,1575.0,19056705.0,896.0,1427599.0,39656,538963429,21561,219599249,18095.0,319364180.0,9.5,150202.0,149.0,43933345.0,299.0,41921923.0,247.0,33339141.0,776.0,945352.0,8396.0,189.0,,,,
2023-01-07,nation,England,2400.0,20481833.0,142.0,178346.0,184.0,222622.0,1622.0,19055130.0,778.0,1426703.0,43086,538923773,26955,219577688,16131.0,319346085.0,9.6,150564.0,821.0,43933196.0,1211.0,41921624.0,1526.0,33338894.0,628.0,944576.0,8547.0,202.0,,,,
2023-01-06,nation,England,3389.0,20479433.0,143.0,178204.0,185.0,222438.0,2278.0,19053508.0,1111.0,1425925.0,52803,538880687,30641,219550733,22162.0,319329954.0,9.8,150280.0,559.0,43932375.0,618.0,41920413.0,1046.0,33337368.0,705.0,943948.0,8671.0,209.0,,,,
2023-01-05,nation,England,4143.0,20476044.0,168.0,178061.0,211.0,222253.0,2636.0,19051230.0,1507.0,1424814.0,64068,538827884,39047,219520092,25021.0,319307792.0,10.3,150366.0,402.0,43931816.0,520.0,41919795.0,1006.0,33336322.0,899.0,943243.0,9072.0,202.0,,,,
2023-01-04,nation,England,4997.0,20471901.0,162.0,177893.0,203.0,222042.0,3157.0,19048594.0,1840.0,1423307.0,62476,538763816,35460,219481045,27016.0,319282771.0,10.8,154490.0,555.0,43931414.0,598.0,41919275.0,1046.0,33335316.0,922.0,942344.0,9332.0,212.0,,,,
2023-01-03,nation,England,5736.0,20466904.0,161.0,177731.0,201.0,221839.0,3564.0,19045437.0,2172.0,1421467.0,64344,538701340,33280,219445585,31064.0,319255755.0,11.4,157646.0,467.0,43930859.0,570.0,41918677.0,922.0,33334270.0,992.0,941422.0,9291.0,218.0,,,,
2023-01-02,nation,England,4628.0,20461168.0,157.0,177570.0,199.0,221638.0,2939.0,19041873.0,1689.0,1419295.0,49548,538636996,23339,219412305,26209.0,319224691.0,11.7,149768.0,14.0,43930392.0,18.0,41918107.0,48.0,33333348.0,916.0,940430.0,9431.0,227.0,,,,
2023-01-01,nation,England,3331.0,20456540.0,174.0,177413.0,215.0,221439.0,2271.0,19038934.0,1060.0,1417606.0,40067,538587448,21113,219388966,18954.0,319198482.0,11.7,147582.0,8.0,43930378.0,10.0,41918089.0,16.0,33333300.0,784.0,939514.0,9417.0,220.0,,,,
2022-12-31,nation,England,3886.0,20453209.0,181.0,177239.0,224.0,221224.0,2646.0,19036663.0,1240.0,1416546.0,49615,538547381,28542,219367853,21073.0,319179528.0,11.7,145647.0,282.0,43930370.0,376.0,41918079.0,404.0,33333284.0,723.0,938730.0,9360.0,208.0,,,,
2022-12-30,nation,England,5518.0,20449323.0,184.0,177058.0,222.0,221000.0,3759.0,19034017.0,1759.0,1415306.0,69097,538497766,43659,219339311,25438.0,319158455.0,11.7,143689.0,430.0,43930088.0,545.0,41917703.0,874.0,33332880.0,940.0,938007.0,9530.0,223.0,,,,
2022-12-29,nation,England,6943.0,20443805.0,141.0,176874.0,173.0,220778.0,4714.0,19030258.0,2229.0,1413547.0,64844,538428669,37056,219295652,27788.0,319133017.0,11.7,140793.0,516.0,43929658.0,605.0,41917158.0,995.0,33332006.0,1225.0,937067.0,9535.0,213.0,,,,
2022-12-28,nation,England,7602.0,20436862.0,168.0,176733.0,206.0,220605.0,5072.0,19025544.0,2530.0,1411318.0,62942,538363825,34030,219258596,28912.0,319105229.0,11.6,135260.0,518.0,43929142.0,674.0,41916553.0,872.0,33331011.0,1245.0,935842.0,9459.0,209.0,,,,
2022-12-27,nation,England,5974.0,20429260.0,164.0,176565.0,210.0,220399.0,3919.0,19020472.0,2055.0,1408788.0,48063,538300883,24247,219224566,23816.0,319076317.0,11.5,130977.0,50.0,43928624.0,37.0,41915879.0,63.0,33330139.0,1134.0,934597.0,9250.0,187.0,,,,
2022-12-26,nation,England,4486.0,20423286.0,140.0,176401.0,164.0,220189.0,3045.0,19016553.0,1441.0,1406733.0,42552,538252820,22473,219200319,20079.0,319052501.0,11.5,140369.0,9.0,43928574.0,28.0,41915842.0,21.0,33330076.0,988.0,933463.0,9178.0,178.0,,,,
2022-12-25,nation,England,3381.0,20418800.0,160.0,176261.0,191.0,220025.0,2412.0,19013508.0,969.0,1405292.0,37364,538210268,20542,219177846,16822.0,319032422.0,11.6,156516.0,4.0,43928565.0,3.0,41915814.0,8.0,33330055.0,844.0,932475.0,8979.0,162.0,,,,
2022-12-24,nation,England,3776.0,20415419.0,157.0,176101.0,196.0,219834.0,2734.0,19011096.0,1042.0,1404323.0,47997,538172904,27754,219157304,20243.0,319015600.0,11.7,159614.0,138.0,43928561.0,184.0,41915811.0,236.0,33330047.0,780.0,931631.0,9044.0,177.0,,,,
2022-12-23,nation,England,5221.0,20411643.0,147.0,175944.0,196.0,219638.0,3645.0,19008362.0,1576.0,1403281.0,60139,538124907,34113,219129550,26026.0,318995357.0,11.8,160086.0,441.0,43928423.0,546.0,41915627.0,759.0,33329811.0,899.0,930851.0,9047.0,178.0,1.0,1.2,0.0,4.0
2022-12-22,nation,England,6230.0,20406422.0,118.0,175797.0,158.0,219442.0,4230.0,19004717.0,2000.0,1401705.0,68917,538064768,39612,219095437,29305.0,318969331.0,12.0,160898.0,475.0,43927982.0,525.0,41915081.0,1057.0,33329052.0,1236.0,929952.0,8919.0,180.0,,,,
2022-12-21,nation,England,7016.0,20400192.0,139.0,175679.0,176.0,219284.0,4709.0,19000487.0,2307.0,1399705.0,71949,537995851,41533,219055825,30416.0,318940026.0,11.8,158337.0,450.0,43927507.0,567.0,41914556.0,1177.0,33327995.0,1293.0,928716.0,8643.0,174.0,,,,
2022-12-20,nation,England,7780.0,20393176.0,150.0,175540.0,188.0,219108.0,5259.0,18995778.0,2521.0,1397398.0,74222,537923902,42806,219014292,31416.0,318909610.0,11.5,153129.0,435.0,43927057.0,543.0,41913989.0,1250.0,33326818.0,1376.0,927423.0,8340.0,171.0,,,,
2022-12-19,nation,England,8199.0,20385396.0,120.0,175390.0,172.0,218920.0,5438.0,18990519.0,2761.0,1394877.0,68474,537849680,33807,218971486,34667.0,318878194.0,11.1,149172.0,445.0,43926622.0,548.0,41913446.0,1366.0,33325568.0,1296.0,926047.0,8006.0,175.0,,,,
2022-12-18,nation,England,5195.0,20377197.0,115.0,175270.0,173.0,218748.0,3469.0,18985081.0,1726.0,1392116.0,46432,537781206,23523,218937679,22909.0,318843527.0,10.4,146675.0,159.0,43926177.0,296.0,41912898.0,416.0,33324202.0,1176.0,924751.0,7688.0,166.0,,,,
2022-12-17,nation,England,4263.0,20372002.0,122.0,175155.0,175.0,218575.0,2831.0,18981612.0,1432.0,1390390.0,45882,537734774,26555,218914156,19327.0,318820618.0,10.2,145148.0,542.0,43926018.0,890.0,41912602.0,1469.0,33323786.0,799.0,923575.0,7396.0,163.0,,,,
2022-12-16,nation,England,5514.0,20367739.0,114.0,175033.0,166.0,218400.0,3768.0,18978781.0,1746.0,1388958.0,60677,537688892,35801,218887601,24876.0,318801291.0,10.0,143156.0,426.0,43925476.0,505.0,41911712.0,1246.0,33322317.0,834.0,922776.0,7157.0,156.0,,,,
2022-12-15,nation,England,5545.0,20362225.0,83.0,174919.0,115.0,218234.0,3619.0,18975013.0,1926.0,1387212.0,57936,537628215,30851,218851800,27085.0,318776415.0,9.5,139429.0,438.0,43925050.0,450.0,41911207.0,1270.0,33321071.0,1064.0,921942.0,6924.0,155.0,,,,
2022-12-14,nation,England,5960.0,20356680.0,90.0,174836.0,131.0,218119.0,3900.0,18971394.0,2060.0,1385286.0,62382,537570279,35054,218820949,27328.0,318749330.0,9.4,136095.0,441.0,43924612.0,571.0,41910757.0,1291.0,33319801.0,963.0,920878.0,6720.0,150.0,,,,
2022-12-13,nation,England,6483.0,20350720.0,81.0,174746.0,120.0,217988.0,4218.0,18967494.0,2265.0,1383226.0,61300,537507897,33737,218785895,27563.0,318722002.0,9.3,132616.0,378.0,43924171.0,512.0,41910186.0,1328.0,33318510.0,1026.0,919915.0,6369.0,142.0,,,,
2022-12-12,nation,England,6349.0,20344237.0,91.0,174665.0,132.0,217868.0,4155.0,18963276.0,2194.0,1380961.0,60226,537446597,29493,218752158,30733.0,318694439.0,9.1,127381.0,364.0,43923793.0,398.0,41909674.0,1170.0,33317182.0,965.0,918889.0,6171.0,129.0,,,,
2022-12-11,nation,England,4224.0,20337888.0,84.0,174574.0,145.0,217736.0,2703.0,18959121.0,1521.0,1378767.0,38955,537386371,18694,218722665,20261.0,318663706.0,8.7,125800.0,195.0,43923429.0,410.0,41909276.0,511.0,33316012.0,872.0,917924.0,6057.0,118.0,,,,
2022-12-10,nation,England,3283.0,20333664.0,83.0,174490.0,130.0,217591.0,2178.0,18956418.0,1105.0,1377246.0,39142,537347416,22496,218703971,16646.0,318643445.0,8.6,125346.0,701.0,43923234.0,1195.0,41908866.0,1969.0,33315501.0,582.0,917052.0,5920.0,112.0,,,,
2022-12-09,nation,England,3821.0,20330381.0,89.0,174407.0,147.0,217461.0,2560.0,18954240.0,1261.0,1376141.0,50106,537308274,27678,218681475,22428.0,318626799.0,8.5,123847.0,456.0,43922533.0,601.0,41907671.0,1488.0,33313532.0,607.0,916470.0,5771.0,113.0,0.9,1.2,-1.0,3.0
2022-12-08,nation,England,4091.0,20326560.0,73.0,174318.0,115.0,217314.0,2673.0,18951680.0,1418.0,1374880.0,52209,537258168,28432,218653797,23777.0,318604371.0,8.5,122148.0,462.0,43922077.0,530.0,41907070.0,1563.0,33312044.0,697.0,915863.0,5632.0,118.0,,,,
2022-12-07,nation,England,4637.0,20322469.0,81.0,174245.0,140.0,217199.0,2944.0,18949007.0,1693.0,1373462.0,54707,537205959,29495,218625365,25212.0,318580594.0,8.2,120014.0,501.0,43921615.0,598.0,41906540.0,1543.0,33310481.0,748.0,915166.0,5501.0,119.0,,,,
2022-12-06,nation,England,4762.0,20317832.0,79.0,174164.0,135.0,217059.0,3057.0,18946063.0,1705.0,1371769.0,56759,537151252,31005,218595870,25754.0,318555382.0,8.0,116987.0,509.0,43921114.0,603.0,41905942.0,1705.0,33308938.0,779.0,914418.0,5382.0,127.0,,,,
2022-12-05,nation,England,4852.0,20313070.0,63.0,174085.0,130.0,216924.0,3018.0,18943006.0,1834.0,1370064.0,55853,537094493,25677,218564865,30176.0,318529628.0,7.8,115824.0,404.0,43920605.0,536.0,41905339.0,1442.0,33307233.0,724.0,913639.0,5285.0,129.0,,,,
2022-12-04,nation,England,3409.0,20308218.0,57.0,174022.0,107.0,216794.0,2182.0,18939988.0,1227.0,1368230.0,38154,537038640,18358,218539188,19796.0,318499452.0,7.5,116302.0,247.0,43920201.0,378.0,41904803.0,567.0,33305791.0,589.0,912915.0,5155.0,127.0,,,,
2022-12-03,nation,England,2476.0,20304809.0,65.0,173965.0,132.0,216687.0,1617.0,18937806.0,859.0,1367003.0,36726,537000486,20955,218520830,15771.0,318479656.0,7.5,115826.0,862.0,43919954.0,1492.0,41904425.0,2223.0,33305224.0,498.0,912326.0,5022.0,124.0,,,,
2022-12-02,nation,England,3269.0,20302333.0,71.0,173900.0,123.0,216555.0,2148.0,18936189.0,1121.0,1366144.0,43897,536963760,22842,218499875,21055.0,318463885.0,7.5,114638.0,583.0,43919092.0,683.0,41902933.0,1729.0,33303001.0,468.0,911828.0,5027.0,135.0,,,,
2022-12-01,nation,England,3213.0,20299064.0,69.0,173829.0,131.0,216432.0,2064.0,18934041.0,1149.0,1365023.0,48820,536919863,25701,218477033,23119.0,318442830.0,7.3,112473.0,494.0,43918509.0,537.0,41902250.0,1852.0,33301272.0,583.0,911360.0,4990.0,134.0,,,,
2022-11-30,nation,England,3606.0,20295851.0,55.0,173760.0,110.0,216301.0,2262.0,18931977.0,1344.0,1363874.0,51567,536871043,27439,218451332,24128.0,318419711.0,7.3,112088.0,623.0,43918015.0,686.0,41901713.0,2081.0,33299420.0,590.0,910777.0,4964.0,128.0,,,,
2022-11-29,nation,England,3970.0,20292245.0,55.0,173705.0,113.0,216191.0,2525.0,18929715.0,1445.0,1362530.0,52845,536819476,28070,218423893,24775.0,318395583.0,7.2,111121.0,663.0,43917392.0,703.0,41901027.0,2096.0,33297339.0,661.0,910187.0,4847.0,117.0,,,,
2022-11-28,nation,England,4235.0,20288275.0,68.0,173650.0,137.0,216078.0,2700.0,18927190.0,1535.0,1361085.0,52957,536766631,23703,218395823,29254.0,318370808.0,7.1,109655.0,549.0,43916729.0,705.0,41900324.0,1816.0,33295243.0,639.0,909526.0,4775.0,111.0,,,,
2022-11-27,nation,England,3148.0,20284040.0,61.0,173582.0,127.0,215941.0,1962.0,18924490.0,1186.0,1359550.0,36337,536713674,16736,218372120,19601.0,318341554.0,6.8,108837.0,319.0,43916180.0,621.0,41899619.0,909.0,33293427.0,557.0,908887.0,4639.0,128.0,,,,
2022-11-26,nation,England,2301.0,20280892.0,68.0,173521.0,130.0,215814.0,1484.0,18922528.0,817.0,1358364.0,34276,536677337,18753,218355384,15523.0,318321953.0,6.7,108612.0,1021.0,43915861.0,1873.0,41898998.0,3793.0,33292518.0,438.0,908330.0,4568.0,125.0,,,,
2022-11-25,nation,England,2636.0,20278591.0,47.0,173453.0,98.0,215684.0,1770.0,18921044.0,866.0,1357547.0,40024,536643061,19884,218336631,20140.0,318306430.0,6.7,108825.0,710.0,43914840.0,895.0,41897125.0,2425.0,33288725.0,443.0,907892.0,4638.0,129.0,0.8,1.0,-4.0,-1.0
2022-11-24,nation,England,3003.0,20275955.0,67.0,173406.0,131.0,215586.0,1880.0,18919274.0,1123.0,1356681.0,46289,536603037,23153,218316747,23136.0,318286290.0,6.6,109114.0,800.0,43914130.0,792.0,41896230.0,2528.0,33286300.0,522.0,907449.0,4701.0,122.0,,,,
2022-11-23,nation,England,3239.0,20272952.0,75.0,173339.0,137.0,215455.0,2093.0,18917394.0,1146.0,1355558.0,49166,536556748,26012,218293594,23154.0,318263154.0,6.7,109030.0,706.0,43913330.0,736.0,41895438.0,2560.0,33283772.0,536.0,906927.0,4600.0,117.0,,,,
2022-11-22,nation,England,3449.0,20269713.0,72.0,173264.0,135.0,215318.0,2121.0,18915301.0,1328.0,1354412.0,50069,536507582,25907,218267582,24162.0,318240000.0,6.6,108831.0,607.0,43912624.0,695.0,41894702.0,2697.0,33281212.0,547.0,906391.0,4678.0,134.0,,,,
2022-11-21,nation,England,3549.0,20266264.0,73.0,173192.0,149.0,215183.0,2181.0,18913180.0,1368.0,1353084.0,53417,536457513,24807,218241675,28610.0,318215838.0,6.4,110479.0,518.0,43912017.0,610.0,41894007.0,2230.0,33278515.0,503.0,905844.0,4709.0,103.0,,,,
2022-11-20,nation,England,2607.0,20262715.0,64.0,173119.0,134.0,215034.0,1640.0,18910999.0,967.0,1351716.0,35802,536404096,16500,218216868,19302.0,318187228.0,6.1,114685.0,368.0,43911499.0,646.0,41893397.0,1282.0,33276285.0,434.0,905341.0,4706.0,120.0,,,,
2022-11-19,nation,England,2205.0,20260108.0,64.0,173055.0,136.0,214900.0,1463.0,18909359.0,742.0,1350749.0,33198,536368294,17467,218200368,15731.0,318167926.0,6.1,115331.0,1256.0,43911131.0,2281.0,41892751.0,5104.0,33275003.0,395.0,904907.0,4696.0,123.0,,,,
2022-11-18,nation,England,2499.0,20257903.0,75.0,172991.0,137.0,214764.0,1667.0,18907896.0,832.0,1350007.0,44096,536335096,23167,218182901,20929.0,318152195.0,6.1,115110.0,763.0,43909875.0,943.0,41890470.0,2917.0,33269899.0,437.0,904512.0,4771.0,129.0,,,,
2022-11-17,nation,England,2696.0,20255404.0,75.0,172916.0,138.0,214627.0,1707.0,18906229.0,989.0,1349175.0,47092,536291000,23364,218159734,23728.0,318131266.0,6.1,114858.0,793.0,43909112.0,897.0,41889527.0,3083.0,33266982.0,516.0,904075.0,4842.0,124.0,,,,
2022-11-16,nation,England,2932.0,20252708.0,58.0,172841.0,113.0,214489.0,1910.0,18904522.0,1022.0,1348186.0,50516,536243908,26306,218136370,24210.0,318107538.0,6.1,115962.0,711.0,43908319.0,824.0,41888630.0,3209.0,33263899.0,542.0,903559.0,5010.0,122.0,,,,
2022-11-15,nation,England,3154.0,20249776.0,81.0,172783.0,150.0,214376.0,2013.0,18902612.0,1141.0,1347164.0,54632,536193392,29043,218110064,25589.0,318083328.0,6.1,116961.0,669.0,43907608.0,849.0,41887806.0,3122.0,33260690.0,494.0,903017.0,5165.0,132.0,,,,
2022-11-14,nation,England,3491.0,20246622.0,85.0,172702.0,153.0,214226.0,2205.0,18900599.0,1286.0,1346023.0,56822,536138760,25370,218081021,31452.0,318057739.0,6.2,117271.0,620.0,43906939.0,695.0,41886957.0,2785.0,33257568.0,522.0,902523.0,5284.0,130.0,,,,
2022-11-13,nation,England,2646.0,20243131.0,82.0,172617.0,143.0,214073.0,1688.0,18898394.0,958.0,1344737.0,36147,536081938,15692,218055651,20455.0,318026287.0,6.2,120079.0,391.0,43906319.0,702.0,41886262.0,1786.0,33254783.0,445.0,902001.0,5269.0,139.0,,,,
2022-11-12,nation,England,2170.0,20240485.0,78.0,172535.0,138.0,213930.0,1473.0,18896706.0,697.0,1343779.0,36572,536045791,19524,218039959,17048.0,318005832.0,6.2,120433.0,1379.0,43905928.0,2382.0,41885560.0,5963.0,33252997.0,370.0,901556.0,5258.0,139.0,,,,
2022-11-11,nation,England,2552.0,20238315.0,107.0,172457.0,170.0,213792.0,1723.0,18895233.0,829.0,1343082.0,46845,536009219,23059,218020435,23786.0,317988784.0,6.3,120352.0,782.0,43904549.0,1016.0,41883178.0,3736.0,33247034.0,435.0,901186.0,5372.0,137.0,0.7,0.9,-5.0,-3.0
2022-11-10,nation,England,2797.0,20235763.0,75.0,172350.0,134.0,213622.0,1879.0,18893510.0,918.0,1342253.0,51211,535962374,25063,217997376,26148.0,317964998.0,6.3,121027.0,758.0,43903767.0,910.0,41882162.0,3776.0,33243298.0,550.0,900751.0,5547.0,149.0,,,,
2022-11-09,nation,England,3180.0,20232966.0,95.0,172275.0,136.0,213488.0,2102.0,18891631.0,1078.0,1341335.0,54143,535911163,27361,217972313,26782.0,317938850.0,6.3,123186.0,833.0,43903009.0,889.0,41881252.0,3627.0,33239522.0,535.0,900201.0,5647.0,150.0,,,,
2022-11-08,nation,England,3372.0,20229786.0,99.0,172180.0,154.0,213352.0,2179.0,18889529.0,1193.0,1340257.0,58167,535857020,30058,217944952,28109.0,317912068.0,6.4,125249.0,726.0,43902176.0,810.0,41880363.0,3298.0,33235895.0,550.0,899666.0,5905.0,150.0,,,,
2022-11-07,nation,England,3874.0,20226414.0,117.0,172081.0,169.0,213198.0,2492.0,18887350.0,1382.0,1339064.0,60332,535798853,25944,217914894,34388.0,317883959.0,6.4,127303.0,743.0,43901450.0,744.0,41879553.0,3020.0,33232597.0,598.0,899116.0,6075.0,154.0,,,,
2022-11-06,nation,England,2911.0,20222540.0,98.0,171964.0,137.0,213029.0,1857.0,18884858.0,1054.0,1337682.0,38703,535738521,15911,217888950,22792.0,317849571.0,6.5,131520.0,540.0,43900707.0,786.0,41878809.0,1944.0,33229577.0,500.0,898518.0,6234.0,152.0,,,,
2022-11-05,nation,England,2370.0,20219629.0,109.0,171866.0,156.0,212892.0,1589.0,18883001.0,781.0,1336628.0,38614,535699818,19731,217873039,18883.0,317826779.0,6.6,131909.0,1588.0,43900167.0,2678.0,41878023.0,6693.0,33227633.0,396.0,898018.0,6358.0,151.0,,,,
2022-11-04,nation,England,2758.0,20217259.0,102.0,171757.0,151.0,212736.0,1926.0,18881412.0,832.0,1335847.0,52212,535661204,26420,217853308,25792.0,317807896.0,6.7,132430.0,877.0,43898579.0,1084.0,41875345.0,3920.0,33220940.0,410.0,897622.0,6641.0,161.0,,,,
2022-11-03,nation,England,3254.0,20214501.0,117.0,171655.0,166.0,212585.0,2196.0,18879486.0,1058.0,1335015.0,58246,535608992,28595,217826888,29651.0,317782104.0,6.9,134875.0,929.0,43897702.0,1080.0,41874261.0,4003.0,33217020.0,568.0,897212.0,6969.0,166.0,,,,
2022-11-02,nation,England,3593.0,20211247.0,105.0,171538.0,138.0,212419.0,2411.0,18877290.0,1182.0,1333957.0,58212,535550746,27894,217798293,30318.0,317752453.0,7.2,136723.0,878.0,43896773.0,998.0,41873181.0,4019.0,33213017.0,571.0,896644.0,7296.0,175.0,,,,
